Unnamed: 0,user,tweet,s,v,p,time,sentiment clause,chinese frame net,sentiment,sentiment cause,subject sentiment,subject sentiment cause,subject sentiment clause,tweet_id
12515,olivia4ever,前天和我妈咪打电话，我问，你现在还打羽毛球了没？她说，打呢，没以前打得勤了就是，现在哪有时间啊。我都比以前胖多了。我说，啊？有锻炼怎么还胖呢？她叹了口气，那人老了么，发胖是很自然的事，你回来可别嫌弃我啊。,我妈咪,说,打呢，没以前打得勤了就是，现在哪有时间啊。我都比以前胖多了。,3/6/12 22:41,,,neutral,,neutral,,,18961
12517,olivia4ever,前天和我妈咪打电话，我问，你现在还打羽毛球了没？她说，打呢，没以前打得勤了就是，现在哪有时间啊。我都比以前胖多了。我说，啊？有锻炼怎么还胖呢？她叹了口气，那人老了么，发胖是很自然的事，你回来可别嫌弃我啊。,我妈咪,说,那人老了么，发胖是很自然的事，你回来可别嫌弃我啊。,3/6/12 22:41,,,neutral,,negative,叹了口气,,18961
12523,olivia4ever,有一次朋友看到了也门选美的一个帖子，候选的姑娘都只露眼睛，其他部分全部用黑色头纱包起来了。看到一半朋友说这眼睛想不起来像个谁，我说这不就是我嘛，然后就是哈哈大笑一分钟。。。,朋友,看到,也门选美的一个帖子,4/9/11 13:16,,,neutral,,neutral,,,26533
12524,olivia4ever,有一次朋友看到了也门选美的一个帖子，候选的姑娘都只露眼睛，其他部分全部用黑色头纱包起来了。看到一半朋友说这眼睛想不起来像个谁，我说这不就是我嘛，然后就是哈哈大笑一分钟。。。,朋友,说,这眼睛想不起来像个谁,4/9/11 13:16,,,neutral,,neutral,,,26533
12525,olivia4ever,我问了日本人是否真的2月22日因为发音很像所以是“猫咪节”什么的，他们说确实有啊，可惜就是没有人搞特殊的活动来专门庆祝.....也就日本人这么爱猫了吧。。。,日本人,说,确实有啊，可惜就是没有人搞特殊的活动来专门庆祝,2/28/12 21:08,,,neutral,,neutral,,,20702
12544,olivia4ever,近日见我的人都说我长高了，喜忧参半的感觉啊,见我的人,说,我长高了,2/5/11 14:28,,,neutral,,neutral,,,23397
12546,olivia4ever,我和马老师发现不知道什么时候GTA5不能联网了？？？斗鱼上也没有直播了？？？,马老师,发现,斗鱼上也没有直播,6/4/16 12:34,,,neutral,,neutral,,,14318
12548,olivia4ever,我和马老师发现不知道什么时候GTA5不能联网了？？？斗鱼上也没有直播了？？？,马老师,发现,GTA5不能联网,6/4/16 12:34,,,neutral,,neutral,,,14318
12557,olivia4ever,今天林下回家再也不会回来了，我继续当寂寞的自习室少女吧。现在真的很想说一句很庸俗的话，失去才知道珍惜。我就是个瓜子。。。哎陪我自习的人走了，心情很down,林下,回家,,11/30/12 14:57,,,negative,再也不会回来了,neutral,,,10133
12558,olivia4ever,邀约无人理睬，生活没了光彩，幸亏美女午夜送羹汤，立刻真情实意暖心房，只想温温暖暖到天亮，好让我回报给你一顿爱心早餐的香,美女,送,羹汤,7/12/12 17:53,,,positive,真情实意暖心房,neutral,,,27165
12564,olivia4ever,天哪真的不想跟公司的长辈们聊天，整天就是孩子吧啦吧啦老公巴拉拉，今天简直真主眷顾让我跟小姑娘坐到一起了，起码还能吐槽吐槽公司奇葩的加班，然后突然心情就变得有点好～,我,吐槽,公司奇葩的加班,9/2/15 7:24,,,positive,心情就变得有点好,neutral,,,29427
12565,olivia4ever,天哪真的不想跟公司的长辈们聊天，整天就是孩子吧啦吧啦老公巴拉拉，今天简直真主眷顾让我跟小姑娘坐到一起了，起码还能吐槽吐槽公司奇葩的加班，然后突然心情就变得有点好～,我跟小姑娘,坐到,,9/2/15 7:24,,,positive,心情就变得有点好,neutral,,,29427
12566,olivia4ever,@cyansoul啊~~~你都回来了~~~~~我以为你还在东北~~~来我们学校玩啊apk老听人说你~,cyansoul,回来,,8/31/12 16:39,,,neutral,,neutral,,,21346
12584,olivia4ever,今天人见我说，你咋中分了捏？我想说其实人家本身是文静的偏分啊，是被黄土高原之风吹成酱紫的！！,人,见,olivia4ever,2/26/11 15:38,,,neutral,,neutral,,,28073
12585,olivia4ever,今天人见我说，你咋中分了捏？我想说其实人家本身是文静的偏分啊，是被黄土高原之风吹成酱紫的！！,人,说,你咋中分了捏,2/26/11 15:38,,,neutral,,neutral,,,28073
12591,olivia4ever,今天去参加一个朋友的生日晚餐，本来开始就巨晚了，9点，大家又喝葡萄酒又聊天的，搞到10点才吃吧，吃完都11:30了，我和另一个人说要回家家了，他们惊呼：“这么早！你搞笑吧？！”地中海人类你们早睡一点会死吗？,大家,喝,葡萄酒,1/21/12 1:30,,,neutral,,neutral,,,14911
12592,olivia4ever,今天去参加一个朋友的生日晚餐，本来开始就巨晚了，9点，大家又喝葡萄酒又聊天的，搞到10点才吃吧，吃完都11:30了，我和另一个人说要回家家了，他们惊呼：“这么早！你搞笑吧？！”地中海人类你们早睡一点会死吗？,大家,聊天,,1/21/12 1:30,,,neutral,,neutral,,,14911
12593,olivia4ever,今天去参加一个朋友的生日晚餐，本来开始就巨晚了，9点，大家又喝葡萄酒又聊天的，搞到10点才吃吧，吃完都11:30了，我和另一个人说要回家家了，他们惊呼：“这么早！你搞笑吧？！”地中海人类你们早睡一点会死吗？,他们,惊呼,“这么早！你搞笑吧？！”,1/21/12 1:30,,,neutral,,neutral,,,14911
12594,olivia4ever,@hellyeahz对了，持有那本书的同学还有三周实习才能回来，所以我拿到还有一阵....,同学,持有,那本书,12/28/10 14:46,,,neutral,,neutral,,,24815
12617,olivia4ever,@seansay对比非常强烈知道吧，她在环游世界，可是却听到有学姐过劳死。只能感叹确实每个人看重的东西不同....,她,听到,有学姐过劳死,4/16/11 17:06,,,negative,听到有学姐过劳死,neutral,,,6600
12618,olivia4ever,@seansay对比非常强烈知道吧，她在环游世界，可是却听到有学姐过劳死。只能感叹确实每个人看重的东西不同....,她,环游,世界,4/16/11 17:06,,,neutral,,neutral,,,6600
12627,olivia4ever,想起我和我妈会因为喝不喝一杯果汁吵架，那天还吃的是她专门给我做的菜。不得不说血缘是很神奇的。这也就是从来没有和继母吵过架的原因，没有血缘，自然放宽心。,我和我媽,吵架,,7/19/13 12:14,,,negative,我和我妈会因为喝不喝一杯果汁吵架,negative,我和我妈会因为喝不喝一杯果汁吵架,,10439
12629,olivia4ever,今天课间从厕所刚出来，一个拖着行李箱的大妈一直站那等位，我指了下残疾人专用间说，那间空着呢，你也可以上啊，行李也能放下。她说，不行！那马桶太高了！爬不上去！然后我俩相视傻笑了半分钟.......,我俩,笑,,4/18/12 16:59,,,positive,,neutral,,,11658
12630,olivia4ever,今天课间从厕所刚出来，一个拖着行李箱的大妈一直站那等位，我指了下残疾人专用间说，那间空着呢，你也可以上啊，行李也能放下。她说，不行！那马桶太高了！爬不上去！然后我俩相视傻笑了半分钟.......,她,说,不行！那马桶太高了！爬不上去！,4/18/12 16:59,,,neutral,,neutral,,,11658
12632,olivia4ever,今天课间从厕所刚出来，一个拖着行李箱的大妈一直站那等位，我指了下残疾人专用间说，那间空着呢，你也可以上啊，行李也能放下。她说，不行！那马桶太高了！爬不上去！然后我俩相视傻笑了半分钟.......,大妈,站,那,4/18/12 16:59,,,neutral,,neutral,,,11658
12643,olivia4ever,@hellyeahz他说你进去还带了两个巨大的袋子在手上，也不顾及把人都打了，我转头一看，两只袋子里各半只还没烤熟的烤鸭……剩下的记不得了……,他,说,你进去还带了两个巨大的袋子在手上，也不顾及把人都打了,8/2/13 0:50,,,neutral,,neutral,,,23891
12650,olivia4ever,"今晚里斯本竞技和曼城在里斯本Alvalade体育场有比赛，此体育场离偶家不远。今天经过，绿色人一群群，25°C的天儿个个还带个大围巾。在公车上听见两位葡国大娘对话“人这么多，乱死了，我不喜欢，不就是个球么！”“是啊，球是球，crises是crises，男人们照看不误.....""",绿色人,带,大围巾,3/8/12 18:00,,,neutral,,neutral,,,28869
12651,olivia4ever,"今晚里斯本竞技和曼城在里斯本Alvalade体育场有比赛，此体育场离偶家不远。今天经过，绿色人一群群，25°C的天儿个个还带个大围巾。在公车上听见两位葡国大娘对话“人这么多，乱死了，我不喜欢，不就是个球么！”“是啊，球是球，crises是crises，男人们照看不误.....""",葡国大娘,对话,,3/8/12 18:00,,,neutral,,neutral,,,28869
12658,olivia4ever,今天偶们班的台湾女生向全班同学介绍了自己的家乡，全程面带笑容，丝毫不紧张，她讲了台湾24小时便利店文化，老人喜欢泡温泉（这我还真不知道）夜市等等，没有提到两岸政治问题，只提到最近的台湾大选。不过她对我挺冷淡的，还没日本女生跟我关系好呢。。。。,台湾女生,讲,台湾24小时便利店文化，老人喜欢泡温泉（这我还真不知道）夜市等等,1/18/12 22:11,,,neutral,,neutral,,,17613
12659,olivia4ever,今天偶们班的台湾女生向全班同学介绍了自己的家乡，全程面带笑容，丝毫不紧张，她讲了台湾24小时便利店文化，老人喜欢泡温泉（这我还真不知道）夜市等等，没有提到两岸政治问题，只提到最近的台湾大选。不过她对我挺冷淡的，还没日本女生跟我关系好呢。。。。,台湾女生,提到,台湾大选,1/18/12 22:11,,,neutral,,neutral,,,17613
12660,olivia4ever,今天偶们班的台湾女生向全班同学介绍了自己的家乡，全程面带笑容，丝毫不紧张，她讲了台湾24小时便利店文化，老人喜欢泡温泉（这我还真不知道）夜市等等，没有提到两岸政治问题，只提到最近的台湾大选。不过她对我挺冷淡的，还没日本女生跟我关系好呢。。。。,台湾女生,介绍,自己的家乡,1/18/12 22:11,,,neutral,,positive,全程面带笑容，丝毫不紧张,,17613
12666,olivia4ever,前几天我哥结婚了，新娘子19岁，很难想象啊，这个年代还有这样的远古风格的事情发生。,我哥,结婚,,5/10/16 1:57,,,neutral,,neutral,,,26647
12668,olivia4ever,宿舍一姑娘费了老劲整理衣服，竟然还是把一只正在穿的棉拖鞋整进衣服夹层里，她的柜门就那么一直敞开了那么一下午，晚上我再回来，棉拖不再，也再没有人提起这件事。。。。#天秤座优雅美型都是骗人的啊,姑娘,整理,衣服,4/17/13 15:51,,,neutral,,neutral,,,9938
12670,olivia4ever,宿舍一姑娘费了老劲整理衣服，竟然还是把一只正在穿的棉拖鞋整进衣服夹层里，她的柜门就那么一直敞开了那么一下午，晚上我再回来，棉拖不再，也再没有人提起这件事。。。。#天秤座优雅美型都是骗人的啊,姑娘,整,棉拖鞋,4/17/13 15:51,,,neutral,,neutral,,,9938
12679,olivia4ever,我印象比较深的小吃还有重庆的凉虾，其实就是形状小点的鱼鱼，但是里面先放半碗冰茬儿，还有甜冬瓜，花生粒，最后浇好多红糖水，夏天在火炉路边吃，还是蛮嗨的。但其实重庆市区里的做的没这么讲究，高人带我开了很久到龙水县才吃到,高人,带,olivia4ever,10/9/11 9:48,,,neutral,,neutral,,,17827
12691,olivia4ever,@hellyeahz不系！是全灰滴，恭贺乔迁之喜啊！,hellyeahz,乔迁,,7/13/11 2:43,,,positive,恭贺乔迁之喜,positive,乔迁之喜,,18685
12699,olivia4ever,我觉得我好惨啊，每次在班里上课我习惯东方谈话方式，等着我的顺序，但通常是等不到我的顺序，就被西方人高声插话抢先一步，于是话题不停在变，我说话就好少。。。。。我说话确实太小声了，传声范围方圆1米，所以我也得入乡随俗，学会插嘴。,西方人,插话,,11/29/11 22:28,,,negative,我好惨啊,neutral,,,5995
12703,olivia4ever,我错了我真的错了，哥哥回来了，然后跑n远来找我，我装生气没理他，他一脸委屈说还记着呐，怎么惹到你我都不记得了，于是全家人说我记仇小心眼。其实我就是小心眼，就是有恃无恐，就是想耍个脾气,全家人,说,我记仇小心眼,10/1/12 15:25,,,neutral,,neutral,,,17373
12704,olivia4ever,我错了我真的错了，哥哥回来了，然后跑n远来找我，我装生气没理他，他一脸委屈说还记着呐，怎么惹到你我都不记得了，于是全家人说我记仇小心眼。其实我就是小心眼，就是有恃无恐，就是想耍个脾气,哥哥,说,还记着呐，怎么惹到你我都不记得了,10/1/12 15:25,,,neutral,,negative,委屈,,17373
12705,olivia4ever,我错了我真的错了，哥哥回来了，然后跑n远来找我，我装生气没理他，他一脸委屈说还记着呐，怎么惹到你我都不记得了，于是全家人说我记仇小心眼。其实我就是小心眼，就是有恃无恐，就是想耍个脾气,哥哥,跑,,10/1/12 15:25,,,neutral,,neutral,,,17373
12707,olivia4ever,我错了我真的错了，哥哥回来了，然后跑n远来找我，我装生气没理他，他一脸委屈说还记着呐，怎么惹到你我都不记得了，于是全家人说我记仇小心眼。其实我就是小心眼，就是有恃无恐，就是想耍个脾气,哥哥,回来,,10/1/12 15:25,,,neutral,,neutral,,,17373
12708,olivia4ever,我错了我真的错了，哥哥回来了，然后跑n远来找我，我装生气没理他，他一脸委屈说还记着呐，怎么惹到你我都不记得了，于是全家人说我记仇小心眼。其实我就是小心眼，就是有恃无恐，就是想耍个脾气,哥哥,找,olivia4ever,10/1/12 15:25,,,neutral,,neutral,,,17373
12712,olivia4ever,我今天坐了辆超级可爱的小绿，里面各种娃娃啊玩具啊摆件啊，blingbling的挺有意思的。此司机师女性挑着停，美女绝对停，情侣绝对不停，途中多次表达对黑丝高跟鞋的喜爱！娃都五岁了，还这么能侃，少见呀,司机师,摆,玩具,9/13/12 17:09,,,neutral,,neutral,,,24075
12713,olivia4ever,我今天坐了辆超级可爱的小绿，里面各种娃娃啊玩具啊摆件啊，blingbling的挺有意思的。此司机师女性挑着停，美女绝对停，情侣绝对不停，途中多次表达对黑丝高跟鞋的喜爱！娃都五岁了，还这么能侃，少见呀,司机师,摆,娃娃,9/13/12 17:09,,,neutral,,neutral,,,24075
12714,olivia4ever,我今天坐了辆超级可爱的小绿，里面各种娃娃啊玩具啊摆件啊，blingbling的挺有意思的。此司机师女性挑着停，美女绝对停，情侣绝对不停，途中多次表达对黑丝高跟鞋的喜爱！娃都五岁了，还这么能侃，少见呀,司机师,摆,摆件,9/13/12 17:09,,,neutral,,neutral,,,24075
12715,olivia4ever,我今天坐了辆超级可爱的小绿，里面各种娃娃啊玩具啊摆件啊，blingbling的挺有意思的。此司机师女性挑着停，美女绝对停，情侣绝对不停，途中多次表达对黑丝高跟鞋的喜爱！娃都五岁了，还这么能侃，少见呀,司机师,表达,对黑丝高跟鞋的喜爱,9/13/12 17:09,,,neutral,,neutral,,,24075
12735,olivia4ever,在对面的清算中心，有武警，怕怕哦(@兴业银行),武警,在,清算中心,4/16/15 6:17,怕怕,,negative,,neutral,,,15407
12737,olivia4ever,我也不知道我哥为什么会买那本书，一起买的还有《手淫文化史》，这两本书曾公然摆在家里显要位置。我记得我家的风格不是酱的啊，在我们都还青春懵懂时，家里桌上只是摆了一本《地球人的性本能》而已。。。为给我们做性知识教育，这是多么含蓄的方式。,哥,买,那本书,12/23/12 14:12,,,neutral,,neutral,,,15242
12738,olivia4ever,我也不知道我哥为什么会买那本书，一起买的还有《手淫文化史》，这两本书曾公然摆在家里显要位置。我记得我家的风格不是酱的啊，在我们都还青春懵懂时，家里桌上只是摆了一本《地球人的性本能》而已。。。为给我们做性知识教育，这是多么含蓄的方式。,哥,买,《手淫文化史》,12/23/12 14:12,,,neutral,,neutral,,,15242
12740,olivia4ever,@maodeyouhuo真是像你说的，不加冰就不错了……他们有种干梅，我觉得就是国内西梅，不过这里没有深加工，driedplum你谷歌图片一下，据说那个纤维比较多有这方面作用,maodeyouhuo,说,不加冰就不错了,9/5/13 3:29,,,neutral,,neutral,,,24741
12746,olivia4ever,昨天去西北医院看了看一直困扰我的眼皮红肿脱皮问题，医生就像一个机器人，说是神经性皮炎，然后piapia地看都不看我开了四百块的药……,医生,开,药,7/24/13 6:33,,,neutral,,neutral,,,22305
12749,olivia4ever,昨天去西北医院看了看一直困扰我的眼皮红肿脱皮问题，医生就像一个机器人，说是神经性皮炎，然后piapia地看都不看我开了四百块的药……,医生,说,是神经性皮炎,7/24/13 6:33,,,neutral,,neutral,,,22305
12752,olivia4ever,@seansay我看到林下分享了篇文章，想起你一条推说关闭评论什么的，就寻线索去了bookit的网站，做的好棒哦你们！！！情不自禁分享了。。。。。。喜欢喜欢很喜欢！！！,seansay,说,关闭评论什么的,1/6/12 1:21,,,neutral,,neutral,,,22407
12763,olivia4ever,练字两周了。今看见旅游卫视专门请一书画影音四栖女生来讲书法。也就这些东西被娱乐的少一些了，能不这样吗。这是一件很严肃的事情,书画影音四栖女生,讲,书法,7/22/12 15:44,,,neutral,,neutral,,,29246
12766,olivia4ever,西宁亲戚带了高贵的酿皮er和甜醅，但现在处在一种无人吃的囧境，其实他们闪光点很夺目，但就是众口难调而已啦#没有人吃的食物好像没有人理的bitch,西宁亲戚,带,酿皮er和甜醅,4/26/13 10:59,,,negative,处在一种无人吃的囧境,neutral,,,18792
12767,olivia4ever,给@linxiajun他们院书记留了个几百年都不用一次的邮箱，今天去看，他竟在去年8月给我发了个类似职业规划模板的东西吧，是另一个被洗脑的写的，职业目标是公务员，他还让我写，写你妹妹。。。第一次去他办公室还骂我涂指甲油继而竟告状，XISU真是人才辈出,@linxiajun他们院书记,告状,我涂指甲油,3/23/11 14:10,,,negative,告状,neutral,,,22019
12771,olivia4ever,给@linxiajun他们院书记留了个几百年都不用一次的邮箱，今天去看，他竟在去年8月给我发了个类似职业规划模板的东西吧，是另一个被洗脑的写的，职业目标是公务员，他还让我写，写你妹妹。。。第一次去他办公室还骂我涂指甲油继而竟告状，XISU真是人才辈出,@linxiajun他们院书记,骂,涂指甲油,3/23/11 14:10,,,negative,骂我涂指甲油,neutral,,,22019
12772,olivia4ever,给@linxiajun他们院书记留了个几百年都不用一次的邮箱，今天去看，他竟在去年8月给我发了个类似职业规划模板的东西吧，是另一个被洗脑的写的，职业目标是公务员，他还让我写，写你妹妹。。。第一次去他办公室还骂我涂指甲油继而竟告状，XISU真是人才辈出,@linxiajun他们院书记,骂,olivia4ever,3/23/11 14:10,,,negative,骂我涂指甲油,neutral,,,22019
12773,olivia4ever,给@linxiajun他们院书记留了个几百年都不用一次的邮箱，今天去看，他竟在去年8月给我发了个类似职业规划模板的东西吧，是另一个被洗脑的写的，职业目标是公务员，他还让我写，写你妹妹。。。第一次去他办公室还骂我涂指甲油继而竟告状，XISU真是人才辈出,@linxiajun他们院书记,发,类似职业规划模板的东西,3/23/11 14:10,,,neutral,,neutral,,,22019
12775,olivia4ever,小时候每年夏天我都会回西宁避过三伏，我舅爷住的那条巷子民俗气息特浓，有天我哥端来张巨大的白饼，我急上去啃了口，才发觉结构像千层饼而且奶味重到有些腻.....才知道那是大名鼎鼎的「奶皮饼」是牛奶每沸一次冷却揭一层奶皮，最后做成干燥的饼,我哥,端,巨大的白饼,8/13/12 16:32,,,neutral,,neutral,,,22368
12782,olivia4ever,@buzhoushan谢谢你的非死不可生日卡片！我很喜欢~~~,buzhoushan,送,非死不可生日卡片,1/27/11 1:31,,,positive,很喜欢,neutral,,,9920
12788,olivia4ever,这次去西宁，专门让我舅爷给我捏糌粑吃，他的手毫不夸张的说像从垃圾堆里抽出来的，但他捏的真的暴好吃，配上丢了两颗枣的奶茶，相得益彰的美味,舅爷,捏,糌粑,8/30/12 13:53,,,neutral,,neutral,,,8700
12811,olivia4ever,我真的很电脑白痴。但是在西葡语系妹子电脑有问题总找我刚才只是把校园网连到可爱的粉色路由器上，就一堆妹子惊叹这你也会啊！一定是我们学校整体电脑水平不行……我不是修电脑的好人……,妹子,驚嘆,這你也會啊,11/11/12 8:30,,,neutral,,neutral,,,24268
12812,olivia4ever,我打交道这个老外不信科学，不信世界，只相信自己的精神力量，还试图也说服我也相信。话那个多听的人真挺头疼。,老外,说服,olivia4ever,9/11/11 13:42,,,negative,话那个多听的人真挺头疼,neutral,,,24345
12827,olivia4ever,今天晚上有一个帅哥老师特别好，我想跟系主任照相，我并不是他的学生，只是露出了踌躇的表情他就帮我引见了！！激动的就只会说obrigada了:))))),帅哥老师,帮,引见,7/29/11 15:25,,,neutral,,neutral,,,19895
12828,olivia4ever,今天晚上有一个帅哥老师特别好，我想跟系主任照相，我并不是他的学生，只是露出了踌躇的表情他就帮我引见了！！激动的就只会说obrigada了:))))),帅哥老师,帮,olivia4ever,7/29/11 15:25,,,neutral,,neutral,,,19895
12829,olivia4ever,朋友从葡萄牙带了里斯本竞技和本菲卡的球衣，真的，送给我这种足球白痴太不值了。。。,朋友,带,里斯本竞技和本菲卡的球衣,6/21/11 6:31,,,neutral,,neutral,,,21474
12830,olivia4ever,朋友从葡萄牙带了里斯本竞技和本菲卡的球衣，真的，送给我这种足球白痴太不值了。。。,朋友,送,我,6/21/11 6:31,,,negative,送给我这种足球白痴太不值了,neutral,,,21474
12833,olivia4ever,我给我爸发了一张在西班牙特色早餐churros（翻译过来叫吉士果，我们叫西班牙油条）的图片，说要蘸热巧克力吃的。我爸半天打出来句“哦，油茶麻花，不错。”，笑的我差点断气。。。,我爸,打出,“哦，油茶麻花，不错。”,4/22/12 17:20,,,positive,笑的我差点断气,neutral,,,33030
12839,olivia4ever,那啥啥运势，贼不准，说水瓶座今年特别好各种好学业好事业好财运好爱情好，事实是啥啥都不好，唉，大婶说了，对前路迷茫的人才成天算命星座,大婶,说,对前路迷茫的人才成天算命星座,10/27/12 15:22,,,neutral,,neutral,,,29123
12844,olivia4ever,我上了1天课，今天倒垃圾就能听懂人家跟我寒暄了，不知道这算不算进步。房东说我的电饭煲超神奇，像个机器人！,房东,说,电饭煲超神奇，像个机器人！,10/25/11 18:01,,,neutral,,neutral,,,8576
12854,olivia4ever,@linxiajiang哈哈哈！好搞笑！还有这么一段子！我爸还送你画册了，哇！,我爸,送,画册,8/5/13 13:13,哈哈哈,,positive,好搞笑,neutral,,,10957
12860,olivia4ever,@seansay换头像啦！！！真Q!!!,seansay,换,头像,12/4/11 2:01,,,positive,真Q,neutral,,,6843
12874,olivia4ever,我妈有多绝情：我给她在网上刚查到蛋饺需要蒸一蒸再做汤吃，她QQ上就说了个“那乖女子我现在去蒸了”，然后人立马消失留下一个空椅子给我！！！我怀着侥幸心理左等右等了20分钟，最终以一个搞笑gif和“我要去图书馆了”结束。回来后满心欢喜看会不会有俺娘的留言，结果是啥也木有啊。。。,我妈,说,“那乖女子我现在去蒸了”,1/21/12 19:58,,,neutral,,neutral,,,7713
12875,olivia4ever,我妈有多绝情：我给她在网上刚查到蛋饺需要蒸一蒸再做汤吃，她QQ上就说了个“那乖女子我现在去蒸了”，然后人立马消失留下一个空椅子给我！！！我怀着侥幸心理左等右等了20分钟，最终以一个搞笑gif和“我要去图书馆了”结束。回来后满心欢喜看会不会有俺娘的留言，结果是啥也木有啊。。。,我妈,消失,,1/21/12 19:58,,,neutral,,neutral,,,7713
12876,olivia4ever,我妈有多绝情：我给她在网上刚查到蛋饺需要蒸一蒸再做汤吃，她QQ上就说了个“那乖女子我现在去蒸了”，然后人立马消失留下一个空椅子给我！！！我怀着侥幸心理左等右等了20分钟，最终以一个搞笑gif和“我要去图书馆了”结束。回来后满心欢喜看会不会有俺娘的留言，结果是啥也木有啊。。。,我妈,用,QQ,1/21/12 19:58,,,neutral,,neutral,,,7713
12877,olivia4ever,我妈有多绝情：我给她在网上刚查到蛋饺需要蒸一蒸再做汤吃，她QQ上就说了个“那乖女子我现在去蒸了”，然后人立马消失留下一个空椅子给我！！！我怀着侥幸心理左等右等了20分钟，最终以一个搞笑gif和“我要去图书馆了”结束。回来后满心欢喜看会不会有俺娘的留言，结果是啥也木有啊。。。,我妈,传,搞笑gif和“我要去图书馆了”,1/21/12 19:58,,,neutral,,neutral,,,7713
12880,olivia4ever,@tjmao话说上次你们公司面试我的阿姨是我先生同事的老婆……天下竟有如此巧事,我先生同事的老婆,面试,我的阿姨,12/3/14 12:15,,,neutral,,neutral,,,23422
12882,olivia4ever,昨天在宿舍的姑娘大致给我讲了一下切.格瓦拉的生平，她在古巴的期末论文就是这个，学到挺多，这是迄今我和他们最愉快的一次扯淡了,在宿舍的姑娘,在,古巴,3/23/11 12:37,,,neutral,,neutral,,,10474
12883,olivia4ever,昨天在宿舍的姑娘大致给我讲了一下切.格瓦拉的生平，她在古巴的期末论文就是这个，学到挺多，这是迄今我和他们最愉快的一次扯淡了,在宿舍的姑娘,讲,切.格瓦拉的生平,3/23/11 12:37,,,neutral,,neutral,,,10474
12884,olivia4ever,昨天在宿舍的姑娘大致给我讲了一下切.格瓦拉的生平，她在古巴的期末论文就是这个，学到挺多，这是迄今我和他们最愉快的一次扯淡了,在宿舍的姑娘,学,切.格瓦拉的生平,3/23/11 12:37,,,neutral,,neutral,,,10474
12885,olivia4ever,昨天在宿舍的姑娘大致给我讲了一下切.格瓦拉的生平，她在古巴的期末论文就是这个，学到挺多，这是迄今我和他们最愉快的一次扯淡了,在宿舍的姑娘,寫,期末论文,3/23/11 12:37,,,neutral,,neutral,,,10474
12893,olivia4ever,@seansay偶在家，骚瑞，每次都见不到你！你给我说她给你啥书我就告诉你啥吃的最贵,她,给,seansay,4/5/11 5:52,,,neutral,,neutral,,,4874
12901,olivia4ever,我妈说我的头像很难看，没有脖子,妈,说,我的头像很难看，没有脖子,2/13/12 15:10,,,negative,妈说我的头像很难看，没有脖子,neutral,,,16338
12905,olivia4ever,星期六晚上，我来到了拆那烫，看见一洋姑娘，慢悠悠经过我身旁，我摸摸口袋摸摸心房，哎呀呀，没有才华也没有大洋，却道是，转眼一中国姑娘，对我笑的好像五英镑，勇气倒数步上“大宫殿”走廊，说一句，姑娘，你笑起来真像我姑姑也像我娘，让我想起了他们打我不眨眼的时光。姑娘瞪我一眼说，变〜态〜！,中国姑娘,说,变〜态〜,8/2/12 15:49,,,neutral,,negative,说变〜态〜,,33095
12906,olivia4ever,星期六晚上，我来到了拆那烫，看见一洋姑娘，慢悠悠经过我身旁，我摸摸口袋摸摸心房，哎呀呀，没有才华也没有大洋，却道是，转眼一中国姑娘，对我笑的好像五英镑，勇气倒数步上“大宫殿”走廊，说一句，姑娘，你笑起来真像我姑姑也像我娘，让我想起了他们打我不眨眼的时光。姑娘瞪我一眼说，变〜态〜！,洋姑娘,经过,我身旁,8/2/12 15:49,,,neutral,,neutral,,,33095
12907,olivia4ever,星期六晚上，我来到了拆那烫，看见一洋姑娘，慢悠悠经过我身旁，我摸摸口袋摸摸心房，哎呀呀，没有才华也没有大洋，却道是，转眼一中国姑娘，对我笑的好像五英镑，勇气倒数步上“大宫殿”走廊，说一句，姑娘，你笑起来真像我姑姑也像我娘，让我想起了他们打我不眨眼的时光。姑娘瞪我一眼说，变〜态〜！,中国姑娘,瞪,olivia4ever,8/2/12 15:49,,,neutral,,neutral,,,33095
12909,olivia4ever,星期六晚上，我来到了拆那烫，看见一洋姑娘，慢悠悠经过我身旁，我摸摸口袋摸摸心房，哎呀呀，没有才华也没有大洋，却道是，转眼一中国姑娘，对我笑的好像五英镑，勇气倒数步上“大宫殿”走廊，说一句，姑娘，你笑起来真像我姑姑也像我娘，让我想起了他们打我不眨眼的时光。姑娘瞪我一眼说，变〜态〜！,中国姑娘,笑,,8/2/12 15:49,,,neutral,,positive,笑,,33095
12915,olivia4ever,今晚又被Nuno同学请吃饭了，他做的，超级好吃，比餐厅好吃100倍。就是吃的有点晚，难以入睡~,Nuno同学,请,吃饭,2/15/12 23:25,,,positive,超级好吃,neutral,,,26158
12916,olivia4ever,今晚又被Nuno同学请吃饭了，他做的，超级好吃，比餐厅好吃100倍。就是吃的有点晚，难以入睡~,Nuno同学,做,,2/15/12 23:25,,,neutral,,neutral,,,26158
12917,olivia4ever,今晚又被Nuno同学请吃饭了，他做的，超级好吃，比餐厅好吃100倍。就是吃的有点晚，难以入睡~,Nuno同学,请,olivia4ever,2/15/12 23:25,,,positive,超级好吃,neutral,,,26158
12925,olivia4ever,@hellyeahz是啊！我觉得他们浪费好严重，有一次去一个西班牙人家，一盘白灼虾就一个人拿了一只，剩下的没影响啊，他们直接就全倒掉！所以，我上次看了个帖子说有一堆人捡垃圾吃呢.....,人,拿,白灼虾,5/16/12 15:02,,,neutral,,neutral,,,15840
